sale_id,sale_ts,store_id,customer_id,product_id,quantity,unit_price,discount,payment_method
POS00000707,2026-01-09T12:24:38.427757,S002,0f09d308-013c-4ba0-b889-f80a65cf7620,P0014,2,19.43,0.0,cash
POS00000708,2026-01-09T02:02:38.427757,S001,4df7d833-d3f4-4c5e-a846-126f316bdd35,P0006,1,44.59,1.0,apple_pay
POS00000709,2026-01-09T12:11:38.427757,S004,60d91120-36d8-4e1b-af3b-743a99b9aee0,P0038,3,49.33,2.0,cash
POS00000710,2026-01-09T07:50:38.427757,S004,69b4b290-f645-4467-9083-423dcc3c9eb0,P0037,4,36.76,0.0,apple_pay
POS00000711,2026-01-09T00:35:38.427757,S002,9ae8ff9d-92b2-4ba0-817f-cade7559ea97,P0029,1,101.35,1.0,cash
POS00000712,2026-01-09T14:51:38.427757,S005,97affe87-08cd-413f-941b-585497623878,P0092,4,46.4,0.5,cash
POS00000713,2026-01-09T08:07:38.427757,S002,ef82b1d8-7536-4953-bb8d-d272429945b5,P0056,3,67.33,1.0,apple_pay
POS00000714,2026-01-09T16:15:38.427757,S001,fb6c7447-4db1-4c12-91d1-c0d3dc31a4d7,P0035,4,50.02,0.0,google_pay
POS00000715,2026-01-09T13:33:38.427757,S004,febf45b0-1cbb-4b56-b621-58a07674d168,P0094,2,30.0,0.0,card
POS00000716,2026-01-09T00:40:38.427757,S002,17c85c87-2a11-4982-9853-b5cd371a0865,P0030,2,41.55,0.0,card
POS00000717,2026-01-09T03:19:38.427757,S004,417eb827-5984-4919-b090-62a880eebd71,P0020,3,69.15,0.0,card
POS00000718,2026-01-09T00:01:38.427757,S005,33fe72f1-fa7d-40af-b2f8-a4ff3faf351d,P0060,1,29.36,1.0,google_pay
POS00000719,2026-01-09T10:34:38.427757,S001,5b1bd3a2-5082-4cf7-9a8f-8365087c6e4a,P0063,1,27.98,0.5,google_pay
POS00000720,2026-01-08T18:26:38.427757,S005,58748e6f-c99e-4a2a-8f53-00f8a17ed561,P0042,4,60.88,0.0,cash
POS00000721,2026-01-08T19:09:38.427757,S003,26d80128-3cb1-4967-b62a-fe6b594faec0,P0087,2,15.83,0.0,google_pay
POS00000722,2026-01-09T11:10:38.427757,S005,f63d7cc4-ca8f-47f3-8bc7-925753f3ddcc,P0097,2,77.86,0.0,cash
POS00000723,2026-01-08T22:38:38.427757,S005,463b3e95-5ca5-4c65-91ce-becd84a562ac,P0054,1,11.12,0.0,google_pay
POS00000724,2026-01-08T19:22:38.427757,S001,33fe72f1-fa7d-40af-b2f8-a4ff3faf351d,P0041,3,41.99,0.0,apple_pay
POS00000725,2026-01-09T02:50:38.427757,S003,31b37ab7-cd6e-4f1d-888a-8285a1a19d71,P0060,1,29.36,0.5,apple_pay
POS00000726,2026-01-09T09:28:38.427757,S003,ef82285f-74c7-4c81-8464-c88849233598,P0034,1,7.76,0.0,apple_pay
POS00000727,2026-01-09T14:04:38.427757,S005,071ec2e0-6dec-4cd2-b851-1cdc49ee47ab,P0038,2,49.33,2.0,apple_pay
POS00000728,2026-01-09T14:03:38.427757,S004,9ae8ff9d-92b2-4ba0-817f-cade7559ea97,P0027,3,68.5,0.5,google_pay
POS00000729,2026-01-09T10:37:38.427757,S003,6b730cc3-da06-41e5-bc0d-4f5ba0da481d,P0054,3,11.12,0.0,apple_pay
POS00000730,2026-01-08T20:56:38.427757,S003,1b364d41-ecd6-4a75-9b1b-f660cc5f25fa,P0062,2,103.01,0.0,google_pay
POS00000731,2026-01-09T01:15:38.427757,S001,ef82b1d8-7536-4953-bb8d-d272429945b5,P0018,4,46.56,0.0,card
POS00000732,2026-01-09T03:59:38.427757,S001,9b46a10e-fc18-47b4-96c0-6587f1c230cd,P0065,4,49.91,0.0,google_pay
POS00000733,2026-01-08T18:00:38.427757,S005,1a14a775-6d44-42d6-8249-2b40e3a815ea,P0027,2,68.5,2.0,card
POS00000734,2026-01-08T22:45:38.427757,S003,972f4b1d-eba9-428f-b9b2-526ec9a7c13d,P0059,1,25.35,0.0,cash
POS00000735,2026-01-08T18:46:38.427757,S001,767fcd5a-c4e6-407b-aa39-ddf571969e51,P0049,1,38.33,2.0,card
POS00000736,2026-01-09T04:34:38.427757,S003,482648b7-cefe-41d2-a100-62e6ae7f1410,P0065,3,49.91,2.0,google_pay
POS00000737,2026-01-09T01:31:38.427757,S005,c452a192-de23-4a87-ac1b-f81d15116554,P0087,2,15.83,2.0,cash
POS00000738,2026-01-09T02:21:38.427757,S001,ff1451ca-5bac-4459-bf98-54bb2cbd53bb,P0098,2,45.17,0.0,google_pay
POS00000739,2026-01-08T17:24:38.427757,S005,5995fc9f-ada0-48db-810c-95d75329d1ec,P0052,4,77.67,2.0,card
POS00000740,2026-01-08T20:39:38.427757,S004,071ec2e0-6dec-4cd2-b851-1cdc49ee47ab,P0078,4,51.99,2.0,apple_pay
POS00000741,2026-01-09T05:27:38.427757,S004,17af2eda-f99d-4793-bf3d-23d8a948671a,P0084,4,67.2,0.5,apple_pay
POS00000742,2026-01-09T05:07:38.427757,S002,ecf44ec7-e1df-46af-a23d-9d54d9d38de4,P0031,2,73.88,2.0,card
POS00000743,2026-01-08T17:32:38.427757,S001,7b7654d2-d58c-4452-b318-3fed60e11e2e,P0079,2,43.22,2.0,card
POS00000744,2026-01-09T09:38:38.427757,S004,6c7db293-5ecb-40b2-9f1b-68b6db8101c2,P0018,3,46.56,0.0,apple_pay
POS00000745,2026-01-09T06:03:38.427757,S003,2c592fb8-271f-4731-9ed1-33b60d980c0d,P0022,1,107.91,1.0,cash
POS00000746,2026-01-09T08:14:38.427757,S001,ef1aa57c-5fc0-42f2-aafa-5fb465adabef,P0020,3,69.15,0.5,apple_pay
POS00000747,2026-01-08T20:42:38.427757,S002,ecba099e-d5a1-4c7e-b04c-cfa4147855ac,P0088,3,77.9,0.0,google_pay
POS00000748,2026-01-08T17:08:38.427757,S005,c5aaeb97-5941-4bda-80da-46a979c9cfb2,P0077,2,29.99,0.5,cash
POS00000749,2026-01-09T15:42:38.427757,S001,b949fb7d-2d2c-49f8-8762-1c46229c8bbe,P0090,4,73.26,0.0,apple_pay
POS00000750,2026-01-08T23:54:38.427757,S003,1eb8916f-e09a-4434-9297-fae0e6db9c93,P0089,2,12.29,2.0,cash
POS00000751,2026-01-09T11:58:38.427757,S005,6b639b9c-2867-4dd1-918f-040de9e22ea7,P0063,1,27.98,0.5,apple_pay
POS00000752,2026-01-09T02:30:38.427757,S004,9bb00b57-4db8-46b3-adda-63591923acd2,P0077,3,29.99,0.0,apple_pay
POS00000753,2026-01-09T03:06:38.427757,S005,3041a1f7-8e61-402f-9c21-36e084ccc720,P0017,3,21.81,0.5,google_pay
POS00000754,2026-01-08T19:38:38.427757,S002,fe45199f-b031-43cc-a3c6-cd858a3ba81d,P0040,2,60.22,0.0,apple_pay
POS00000755,2026-01-08T23:34:38.427757,S003,a6dc89ad-0ab9-46e5-814e-b948e78283ea,P0021,1,28.98,1.0,apple_pay
POS00000756,2026-01-09T02:00:38.427757,S005,5f72439b-462c-4a1f-a38b-57f316bf6937,P0049,3,38.33,0.0,google_pay
POS00000757,2026-01-09T06:04:38.427757,S001,0628347b-4caf-43b9-833c-de1bda9fb25e,P0028,2,50.86,0.0,card
POS00000758,2026-01-09T08:37:38.427757,S003,5f72439b-462c-4a1f-a38b-57f316bf6937,P0050,1,25.68,1.0,card
POS00000759,2026-01-09T07:17:38.427757,S003,0a162ab0-f519-409a-9bc2-66b3350f16b9,P0044,1,60.11,1.0,card
POS00000760,2026-01-08T20:50:38.427757,S004,12627e02-8a3d-4907-804f-731f61d7a761,P0073,1,26.66,0.5,google_pay
POS00000761,2026-01-09T04:19:38.427757,S003,a5784765-6c31-4635-902a-230ebe5d6d6d,P0019,1,104.27,0.5,card
POS00000762,2026-01-09T09:24:38.427757,S004,fd9d9023-1d63-44cb-8f84-f31de8b026bf,P0063,2,27.98,0.0,google_pay
POS00000763,2026-01-09T02:23:38.427757,S004,746117e5-943f-4094-bb81-7c87f8a4808f,P0089,3,12.29,0.0,google_pay
POS00000764,2026-01-09T08:54:38.427757,S001,e092e665-f955-45df-b139-849d45acfb35,P0072,1,16.86,0.5,cash
POS00000765,2026-01-09T14:18:38.427757,S003,a2e1b4dc-78e0-457c-b02a-ad7e8babb63b,P0050,3,25.68,0.0,apple_pay
POS00000766,2026-01-09T15:48:38.427757,S002,468a62fd-022e-4bc9-a993-7e31e3615744,P0015,4,46.55,0.5,cash
POS00000767,2026-01-09T08:35:38.427757,S004,9260e7f0-cee6-4a04-8a7f-72bd76b6021e,P0090,4,73.26,0.0,cash
POS00000768,2026-01-09T13:40:38.427757,S002,18fb69ad-35fb-40b9-8ddf-af6df72efc88,P0004,4,10.82,0.5,cash
POS00000769,2026-01-09T00:28:38.427757,S003,7f9908b4-f633-4691-8ca6-5ed20fd34ded,P0083,1,74.39,1.0,cash
POS00000770,2026-01-08T19:47:38.427757,S004,213fdb8d-6d5f-4622-85ad-51f78978c143,P0030,1,41.55,1.0,google_pay
POS00000771,2026-01-08T20:58:38.427757,S004,b6e01e7d-80a5-4676-9682-7217bca64c3e,P0099,4,58.74,0.0,google_pay
POS00000772,2026-01-09T07:30:38.427757,S005,dc8d211a-f49b-4a42-8bba-b2192ec30739,P0065,2,49.91,0.0,cash
POS00000773,2026-01-09T03:46:38.427757,S005,b0952327-3a6a-400a-8743-590ebc284b97,P0088,3,77.9,0.0,apple_pay
POS00000774,2026-01-09T10:42:38.427757,S005,59fab1c2-7b2d-497c-b149-f419ba07426f,P0039,4,97.56,1.0,card
POS00000775,2026-01-08T19:50:38.427757,S005,ae48823c-8922-45d7-850d-8d9189c9581b,P0068,1,54.53,0.0,cash
POS00000776,2026-01-09T14:43:38.427757,S001,f159bb63-bcfa-46e3-bd1e-0b6309f5e698,P0025,3,63.05,0.0,cash
POS00000777,2026-01-09T14:59:38.427757,S005,268cb007-345f-46b7-89c8-17094e452127,P0006,1,44.59,0.5,card
POS00000778,2026-01-09T14:31:38.427757,S001,26e51e06-67fc-41d5-bf6c-5ffb61bd550f,P0082,2,72.93,0.0,apple_pay
POS00000779,2026-01-09T11:17:38.427757,S003,f63d7cc4-ca8f-47f3-8bc7-925753f3ddcc,P0019,1,104.27,0.0,cash
POS00000780,2026-01-09T07:14:38.427757,S002,be8e9d16-eb22-4a82-b6af-1be7517bb43d,P0085,1,13.75,0.0,cash
POS00000781,2026-01-08T22:25:38.427757,S002,b0952327-3a6a-400a-8743-590ebc284b97,P0079,4,43.22,0.0,apple_pay
POS00000782,2026-01-09T07:11:38.427757,S003,0628347b-4caf-43b9-833c-de1bda9fb25e,P0012,4,39.9,2.0,google_pay
POS00000783,2026-01-09T02:29:38.427757,S004,f159bb63-bcfa-46e3-bd1e-0b6309f5e698,P0086,3,69.91,0.5,card
POS00000784,2026-01-08T18:13:38.427757,S001,33fe72f1-fa7d-40af-b2f8-a4ff3faf351d,P0010,4,56.71,0.5,google_pay
POS00000785,2026-01-08T23:56:38.427757,S001,f7ed9e00-78b6-4239-82ca-1c4339c4a6d0,P0076,2,14.83,0.5,cash
POS00000786,2026-01-09T03:53:38.427757,S003,29d9a07d-020a-4dec-9d25-809511a8adfe,P0066,3,33.91,0.0,google_pay
POS00000787,2026-01-09T00:22:38.427757,S004,17af2eda-f99d-4793-bf3d-23d8a948671a,P0021,2,28.98,0.5,google_pay
POS00000788,2026-01-09T01:59:38.427757,S002,bbe98baf-055f-4256-bb02-ac80135c0920,P0090,2,73.26,0.0,apple_pay
POS00000789,2026-01-09T06:13:38.427757,S005,213fdb8d-6d5f-4622-85ad-51f78978c143,P0096,4,31.62,0.0,apple_pay
POS00000790,2026-01-09T06:52:38.427757,S002,6b639b9c-2867-4dd1-918f-040de9e22ea7,P0039,2,97.56,1.0,cash
POS00000791,2026-01-09T07:05:38.427757,S003,73a59435-1288-41c3-949a-a3113a6a58ba,P0051,2,103.64,0.0,cash
POS00000792,2026-01-09T06:50:38.427757,S001,26e51e06-67fc-41d5-bf6c-5ffb61bd550f,P0037,2,36.76,0.5,apple_pay
POS00000793,2026-01-09T15:13:38.427757,S001,58748e6f-c99e-4a2a-8f53-00f8a17ed561,P0021,1,28.98,0.0,cash
POS00000794,2026-01-09T15:28:38.427757,S002,c5aaeb97-5941-4bda-80da-46a979c9cfb2,P0069,4,84.2,0.5,card
POS00000795,2026-01-08T22:19:38.427757,S004,bf4d1c4d-7584-4d6c-9fcf-4cfa5d865f82,P0095,3,20.25,2.0,card
POS00000796,2026-01-09T13:46:38.427757,S004,c8c40448-0c04-4657-b3b8-a1d84fce4906,P0044,2,60.11,0.0,apple_pay
POS00000797,2026-01-08T17:22:38.427757,S002,df8cc9fc-0382-4931-9463-2f9278992832,P0085,1,13.75,0.0,card
POS00000798,2026-01-09T07:59:38.427757,S003,8c1a2292-935e-476b-b36e-f7c2e8971691,P0016,4,33.08,0.5,cash
POS00000799,2026-01-09T04:45:38.427757,S005,c5aaeb97-5941-4bda-80da-46a979c9cfb2,P0028,2,50.86,0.0,cash
POS00000800,2026-01-09T03:59:38.427757,S003,02c1ca79-c8d0-4d91-ac85-3615a40af0fb,P0078,4,51.99,1.0,card
POS00000801,2026-01-08T17:22:38.427757,S001,888810b0-561b-471c-98ec-dabdbc78195f,P0058,4,11.39,0.0,card
POS00000802,2026-01-09T13:47:38.427757,S002,c5aaeb97-5941-4bda-80da-46a979c9cfb2,P0083,1,74.39,0.0,google_pay
POS00000803,2026-01-09T06:14:38.427757,S002,ec9a1e56-1600-481d-847f-ed355febe6b8,P0069,1,84.2,0.0,apple_pay
POS00000804,2026-01-09T05:08:38.427757,S004,541b7565-05b5-4ddc-adbe-d9d9704c2024,P0068,1,54.53,0.5,apple_pay
POS00000805,2026-01-08T16:44:38.427757,S001,b0952327-3a6a-400a-8743-590ebc284b97,P0025,1,63.05,0.0,google_pay
POS00000806,2026-01-09T08:49:38.427757,S001,12627e02-8a3d-4907-804f-731f61d7a761,P0001,2,46.81,0.5,card
POS00000807,2026-01-08T16:50:38.427757,S004,7fcbcdbe-8c95-4a7a-8622-521319df1089,P0043,3,40.05,2.0,cash
POS00000808,2026-01-09T14:32:38.427757,S001,02c1ca79-c8d0-4d91-ac85-3615a40af0fb,P0002,3,9.26,0.0,cash
POS00000809,2026-01-09T15:33:38.427757,S003,e78c071b-c4c5-4988-b9a4-a493ce8aeed3,P0082,3,72.93,0.0,card
POS00000810,2026-01-08T23:00:38.427757,S002,c5aaeb97-5941-4bda-80da-46a979c9cfb2,P0057,2,18.51,0.0,apple_pay
POS00000811,2026-01-09T11:46:38.427757,S001,02c1ca79-c8d0-4d91-ac85-3615a40af0fb,P0030,4,41.55,1.0,google_pay
POS00000812,2026-01-08T21:42:38.427757,S004,c5aaeb97-5941-4bda-80da-46a979c9cfb2,P0035,4,50.02,2.0,cash
POS00000813,2026-01-10T14:21:38.427757,S004,7eed74b2-ee31-4346-ac26-83eea8aeead3,P0092,1,46.4,0.0,google_pay
POS00000814,2026-01-10T16:20:38.427757,S004,99c42aa1-9648-4bd1-8eb8-49172feabbf7,P0070,1,62.59,2.0,apple_pay
POS00000815,2026-01-10T16:15:38.427757,S005,a6dc89ad-0ab9-46e5-814e-b948e78283ea,P0045,2,24.25,0.0,google_pay
POS00000816,2026-01-09T19:41:38.427757,S004,e94a0e0d-fc1c-43bc-9b1f-4863510e7d5a,P0036,3,25.45,0.5,google_pay
POS00000817,2026-01-09T22:34:38.427757,S002,071ec2e0-6dec-4cd2-b851-1cdc49ee47ab,P0037,1,36.76,0.0,card
POS00000818,2026-01-10T09:42:38.427757,S005,5995fc9f-ada0-48db-810c-95d75329d1ec,P0077,3,29.99,0.5,apple_pay
POS00000819,2026-01-10T09:46:38.427757,S004,5024e0f4-3ab8-41d5-8eda-304871e40fcc,P0036,3,25.45,0.5,card
POS00000820,2026-01-10T08:00:38.427757,S003,02c1ca79-c8d0-4d91-ac85-3615a40af0fb,P0075,4,16.22,2.0,card
POS00000821,2026-01-10T08:06:38.427757,S004,7b7654d2-d58c-4452-b318-3fed60e11e2e,P0056,3,67.33,0.0,apple_pay
POS00000822,2026-01-10T10:35:38.427757,S005,1b364d41-ecd6-4a75-9b1b-f660cc5f25fa,P0086,4,69.91,0.0,apple_pay
POS00000823,2026-01-10T08:04:38.427757,S002,26e51e06-67fc-41d5-bf6c-5ffb61bd550f,P0017,2,21.81,0.0,cash
POS00000824,2026-01-10T10:33:38.427757,S002,d80649d6-9c50-47fe-bcbd-2a20fe445dd3,P0096,1,31.62,0.5,apple_pay
POS00000825,2026-01-10T03:02:38.427757,S004,4c48a1e9-2b64-4759-916f-f3c692bdc1ab,P0037,3,36.76,2.0,google_pay
POS00000826,2026-01-09T20:40:38.427757,S004,be8e9d16-eb22-4a82-b6af-1be7517bb43d,P0023,2,17.07,0.0,cash
POS00000827,2026-01-09T23:25:38.427757,S001,3537df7e-1e0c-4ebc-8b03-ca077680265e,P0076,4,14.83,0.0,google_pay
POS00000828,2026-01-10T05:16:38.427757,S001,16d4db6a-9eef-4e49-a741-b548ec021614,P0042,3,60.88,0.0,apple_pay
POS00000829,2026-01-10T04:49:38.427757,S004,be7d9a4d-c2b8-4f97-a58c-8e84e7a757c3,P0068,1,54.53,2.0,cash
POS00000830,2026-01-10T12:31:38.427757,S002,14f6d48f-02ac-4ba4-8702-2ddb03edbfcd,P0083,4,74.39,0.0,apple_pay
POS00000831,2026-01-09T19:53:38.427757,S002,580fa68d-893b-4d3c-b0ea-c28d8bc364dc,P0065,4,49.91,2.0,apple_pay
POS00000832,2026-01-10T15:33:38.427757,S004,567c0ba3-de43-461e-9729-a07ccb37363e,P0053,4,44.77,0.0,apple_pay
POS00000833,2026-01-10T05:30:38.427757,S003,f7ed9e00-78b6-4239-82ca-1c4339c4a6d0,P0030,2,41.55,0.0,google_pay
POS00000834,2026-01-10T04:47:38.427757,S003,8fd61d36-6e6f-4b4d-9f54-8e5a21194fc6,P0034,2,7.76,0.0,cash
POS00000835,2026-01-10T12:03:38.427757,S001,26e51e06-67fc-41d5-bf6c-5ffb61bd550f,P0013,2,30.93,0.0,cash
POS00000836,2026-01-09T20:04:38.427757,S004,bbe98baf-055f-4256-bb02-ac80135c0920,P0099,3,58.74,1.0,cash
POS00000837,2026-01-10T10:10:38.427757,S005,6c624126-cc87-4c08-9fe9-0aec688bd4e7,P0063,1,27.98,2.0,card
POS00000838,2026-01-10T16:19:38.427757,S002,f7b00b4d-1ccb-473d-adb4-523a1a1d19fa,P0072,4,16.86,0.5,cash
POS00000839,2026-01-10T01:32:38.427757,S005,df8cc9fc-0382-4931-9463-2f9278992832,P0024,2,72.14,0.5,apple_pay
POS00000840,2026-01-09T23:45:38.427757,S004,541b7565-05b5-4ddc-adbe-d9d9704c2024,P0001,1,46.81,0.5,google_pay
POS00000841,2026-01-09T21:57:38.427757,S004,9ae8ff9d-92b2-4ba0-817f-cade7559ea97,P0028,1,50.86,1.0,card
POS00000842,2026-01-09T20:42:38.427757,S003,00d35478-b6e8-46ea-8775-802752d6b14d,P0033,3,38.85,0.5,card
POS00000843,2026-01-10T10:02:38.427757,S002,d909ebd0-23c6-4545-b999-e7504e245720,P0089,3,12.29,0.5,google_pay
POS00000844,2026-01-10T01:47:38.427757,S001,78ed162f-5fd3-461f-8a6c-50b0c67ff6c6,P0087,3,15.83,0.5,apple_pay
POS00000845,2026-01-10T00:10:38.427757,S005,f7ed9e00-78b6-4239-82ca-1c4339c4a6d0,P0025,3,63.05,0.0,card
POS00000846,2026-01-09T21:33:38.427757,S001,c452a192-de23-4a87-ac1b-f81d15116554,P0030,3,41.55,0.0,card
POS00000847,2026-01-10T08:00:38.427757,S002,17af2eda-f99d-4793-bf3d-23d8a948671a,P0055,2,74.46,0.0,cash
POS00000848,2026-01-09T18:35:38.427757,S002,de93c243-2941-4de4-bdb3-c4e4f094a6e8,P0010,3,56.71,0.5,card
POS00000849,2026-01-10T07:56:38.427757,S003,f0d50ad4-7750-4e0f-bc7b-79cfbff90813,P0015,2,46.55,2.0,cash
POS00000850,2026-01-10T12:05:38.427757,S002,746117e5-943f-4094-bb81-7c87f8a4808f,P0024,3,72.14,2.0,google_pay
POS00000851,2026-01-09T18:08:38.427757,S004,f0cea552-212b-4b60-b7b6-7608338ed24b,P0004,1,10.82,2.0,google_pay
POS00000852,2026-01-10T01:22:38.427757,S003,8fd61d36-6e6f-4b4d-9f54-8e5a21194fc6,P0087,1,15.83,0.0,cash
POS00000853,2026-01-09T19:56:38.427757,S005,232dfa05-38bb-4246-9c6a-1e1b5d292e28,P0022,2,107.91,0.0,cash
POS00000854,2026-01-09T16:53:38.427757,S004,6c7db293-5ecb-40b2-9f1b-68b6db8101c2,P0097,4,77.86,0.0,apple_pay
POS00000855,2026-01-09T20:13:38.427757,S005,7f69eee1-7f55-4266-9e75-ed379fae7fdc,P0078,1,51.99,0.0,card
POS00000856,2026-01-10T06:48:38.427757,S001,98cd76c4-de09-43a1-b6ce-9b5b564ef459,P0008,2,19.62,2.0,google_pay
POS00000857,2026-01-10T15:44:38.427757,S003,344857f7-6eab-4093-8b78-5606a14fb371,P0033,2,38.85,0.0,cash
POS00000858,2026-01-09T17:33:38.427757,S001,4a51fc50-7ae1-4ac9-a2bb-c2c098789644,P0091,3,41.75,0.0,card
POS00000859,2026-01-09T21:34:38.427757,S004,310fdd49-11d2-4aa5-9f50-e1a399e51200,P0078,1,51.99,0.0,card
POS00000860,2026-01-09T20:20:38.427757,S001,59fab1c2-7b2d-497c-b149-f419ba07426f,P0009,4,10.7,0.0,card
POS00000861,2026-01-09T21:45:38.427757,S001,b0952327-3a6a-400a-8743-590ebc284b97,P0063,1,27.98,2.0,card
POS00000862,2026-01-10T07:09:38.427757,S005,ec9a1e56-1600-481d-847f-ed355febe6b8,P0060,2,29.36,0.0,cash
POS00000863,2026-01-10T02:51:38.427757,S004,69b4b290-f645-4467-9083-423dcc3c9eb0,P0005,1,33.19,0.0,cash
POS00000864,2026-01-09T20:37:38.427757,S001,2b875069-b43b-435c-8632-e3a37a5e253f,P0063,1,27.98,0.0,card
POS00000865,2026-01-10T02:49:38.427757,S005,00d35478-b6e8-46ea-8775-802752d6b14d,P0084,4,67.2,1.0,apple_pay
POS00000866,2026-01-10T05:07:38.427757,S002,18fb69ad-35fb-40b9-8ddf-af6df72efc88,P0060,3,29.36,0.0,cash
POS00000867,2026-01-10T13:49:38.427757,S002,268cb007-345f-46b7-89c8-17094e452127,P0069,4,84.2,1.0,apple_pay
POS00000868,2026-01-09T19:21:38.427757,S001,df8cc9fc-0382-4931-9463-2f9278992832,P0020,4,69.15,2.0,cash
POS00000869,2026-01-10T10:26:38.427757,S002,b6e01e7d-80a5-4676-9682-7217bca64c3e,P0094,4,30.0,2.0,cash
POS00000870,2026-01-09T23:07:38.427757,S004,468a62fd-022e-4bc9-a993-7e31e3615744,P0025,1,63.05,2.0,apple_pay
POS00000871,2026-01-10T13:39:38.427757,S002,be7d9a4d-c2b8-4f97-a58c-8e84e7a757c3,P0041,3,41.99,2.0,card
POS00000872,2026-01-10T10:05:38.427757,S005,4447991e-e75f-426e-b835-a5de0f7a5b90,P0039,2,97.56,0.5,google_pay
POS00000873,2026-01-10T09:06:38.427757,S005,99c42aa1-9648-4bd1-8eb8-49172feabbf7,P0026,3,43.24,0.5,google_pay
POS00000874,2026-01-10T14:46:38.427757,S005,31b37ab7-cd6e-4f1d-888a-8285a1a19d71,P0004,3,10.82,0.0,google_pay
POS00000875,2026-01-09T23:17:38.427757,S005,b949fb7d-2d2c-49f8-8762-1c46229c8bbe,P0006,4,44.59,1.0,cash
POS00000876,2026-01-10T03:24:38.427757,S003,746117e5-943f-4094-bb81-7c87f8a4808f,P0060,4,29.36,0.5,cash
POS00000877,2026-01-10T00:40:38.427757,S001,febf45b0-1cbb-4b56-b621-58a07674d168,P0011,2,51.7,0.0,cash
POS00000878,2026-01-10T08:58:38.427757,S005,ec9a1e56-1600-481d-847f-ed355febe6b8,P0072,1,16.86,1.0,card
POS00000879,2026-01-10T03:19:38.427757,S004,dbec9f18-f9d6-49f4-a1b9-1c5067c07e34,P0018,4,46.56,2.0,card
POS00000880,2026-01-10T13:03:38.427757,S001,83c89055-5a29-4e2e-b912-bfe4878d2dec,P0026,3,43.24,1.0,google_pay
POS00000881,2026-01-10T06:28:38.427757,S002,7aa989a2-941e-401e-8dda-5e2a2fb4890b,P0075,4,16.22,0.0,google_pay
POS00000882,2026-01-10T09:31:38.427757,S002,78ed162f-5fd3-461f-8a6c-50b0c67ff6c6,P0032,1,21.11,1.0,apple_pay
POS00000883,2026-01-09T22:25:38.427757,S004,7b22349d-20c6-4230-bec0-bfde029a6bc7,P0060,3,29.36,1.0,apple_pay
POS00000884,2026-01-09T18:49:38.427757,S002,ec9a1e56-1600-481d-847f-ed355febe6b8,P0086,2,69.91,1.0,google_pay
POS00000885,2026-01-10T11:30:38.427757,S001,ec9a1e56-1600-481d-847f-ed355febe6b8,P0034,1,7.76,1.0,google_pay
POS00000886,2026-01-10T06:30:38.427757,S001,97affe87-08cd-413f-941b-585497623878,P0026,4,43.24,1.0,card
POS00000887,2026-01-10T08:59:38.427757,S001,981b470b-97e2-443b-823b-c7f22e9758ae,P0065,3,49.91,0.0,cash
POS00000888,2026-01-10T15:53:38.427757,S004,bc4e54c6-abc6-4a69-8190-1ce7782d5052,P0008,4,19.62,1.0,cash
POS00000889,2026-01-09T20:28:38.427757,S005,38ef8b90-94db-46c3-b90e-3bb547545b3b,P0003,2,68.0,1.0,card
POS00000890,2026-01-10T03:30:38.427757,S003,751cd394-021e-4684-b7c1-c76ceaba880e,P0040,1,60.22,0.0,google_pay
POS00000891,2026-01-10T11:03:38.427757,S001,ff1451ca-5bac-4459-bf98-54bb2cbd53bb,P0084,4,67.2,0.0,apple_pay
POS00000892,2026-01-10T05:56:38.427757,S001,4447991e-e75f-426e-b835-a5de0f7a5b90,P0064,4,85.44,0.0,cash
POS00000893,2026-01-10T02:39:38.427757,S005,b6ea5e21-83ee-4dea-b1af-43c36996db12,P0026,1,43.24,2.0,google_pay
POS00000894,2026-01-10T15:13:38.427757,S005,fb6c7447-4db1-4c12-91d1-c0d3dc31a4d7,P0074,3,10.12,2.0,google_pay
POS00000895,2026-01-10T02:01:38.427757,S001,417eb827-5984-4919-b090-62a880eebd71,P0060,4,29.36,2.0,google_pay
POS00000896,2026-01-10T15:21:38.427757,S001,d901127a-cd80-4da8-98bd-bf845dfa0204,P0097,4,77.86,0.0,card
POS00000897,2026-01-10T02:49:38.427757,S001,1e8ece07-ea7e-481c-959a-fc5c31a2e68e,P0089,2,12.29,0.5,apple_pay
POS00000898,2026-01-10T10:31:38.427757,S004,0a162ab0-f519-409a-9bc2-66b3350f16b9,P0033,1,38.85,0.0,apple_pay
POS00000899,2026-01-10T08:33:38.427757,S002,fe45199f-b031-43cc-a3c6-cd858a3ba81d,P0045,3,24.25,0.0,cash
POS00000900,2026-01-09T20:25:38.427757,S004,ef1aa57c-5fc0-42f2-aafa-5fb465adabef,P0060,3,29.36,0.0,google_pay
POS00000901,2026-01-10T12:25:38.427757,S002,98cd76c4-de09-43a1-b6ce-9b5b564ef459,P0028,1,50.86,0.0,card
POS00000902,2026-01-10T02:38:38.427757,S004,5742e2e7-705c-4c8e-9b6a-ae5a6237f721,P0006,4,44.59,0.0,apple_pay
POS00000903,2026-01-10T16:23:38.427757,S005,33fe72f1-fa7d-40af-b2f8-a4ff3faf351d,P0082,3,72.93,2.0,cash
POS00000904,2026-01-10T11:23:38.427757,S001,f358c72b-3087-4a4e-be2f-af15e0c77672,P0062,3,103.01,0.0,google_pay
