order_id,order_ts,customer_id,channel,order_total,shipping_fee,tax,status
ECOM00000203,2026-01-08T20:40:39.098536,f358c72b-3087-4a4e-be2f-af15e0c77672,web,193.45,4.99,14.36,placed
ECOM00000204,2026-01-09T05:38:39.098536,7aa989a2-941e-401e-8dda-5e2a2fb4890b,web,211.14,0.0,16.09,placed
ECOM00000205,2026-01-09T01:42:39.098536,667eb178-1f30-4fd8-8aac-f89209b52245,web,151.88,7.99,10.97,placed
ECOM00000206,2026-01-10T11:19:39.098536,97affe87-08cd-413f-941b-585497623878,web,188.7,9.99,13.62,shipped
ECOM00000207,2026-01-10T09:31:39.098536,ae48823c-8922-45d7-850d-8d9189c9581b,web,137.45,9.99,9.71,placed
ECOM00000208,2026-01-10T03:01:39.098536,c9fd5b7f-a19b-4fa6-95ba-55fada8fff94,web,99.25,9.99,6.8,shipped
ECOM00000209,2026-01-10T12:39:39.098536,4c2d3e38-8c55-4cf7-a725-2dede43dc07f,web,113.22,7.99,8.02,delivered
ECOM00000210,2026-01-09T18:24:39.098536,14f6d48f-02ac-4ba4-8702-2ddb03edbfcd,web,175.64,0.0,13.39,delivered
ECOM00000211,2026-01-10T10:49:39.098536,3041a1f7-8e61-402f-9c21-36e084ccc720,web,42.63,7.99,2.64,placed
ECOM00000212,2026-01-09T19:25:39.098536,5b1bd3a2-5082-4cf7-9a8f-8365087c6e4a,web,245.26,7.99,18.08,placed
ECOM00000213,2026-01-10T06:08:39.098536,10b64d77-8693-49e3-9a22-46a6211a017a,web,129.23,7.99,9.24,placed
ECOM00000214,2026-01-09T20:17:39.098536,3679adb9-935c-4c7f-b604-2708ead53dda,web,220.54,0.0,16.81,placed
ECOM00000215,2026-01-10T07:29:39.098536,9260e7f0-cee6-4a04-8a7f-72bd76b6021e,web,25.8,0.0,1.97,placed
ECOM00000216,2026-01-09T20:38:39.098536,18259d04-ecb8-472b-9236-465f686eae07,web,61.63,4.99,4.32,placed
ECOM00000217,2026-01-09T16:42:39.098536,268cb007-345f-46b7-89c8-17094e452127,web,37.42,9.99,2.09,placed
ECOM00000218,2026-01-10T00:20:39.098536,17c85c87-2a11-4982-9853-b5cd371a0865,web,102.32,0.0,7.8,placed
ECOM00000219,2026-01-10T14:55:39.098536,7b7654d2-d58c-4452-b318-3fed60e11e2e,web,192.37,4.99,14.28,placed
ECOM00000220,2026-01-10T09:16:39.098536,90985268-9558-43f7-9b33-a4ba0b00d1b5,web,275.61,7.99,20.4,placed
ECOM00000221,2026-01-10T00:13:39.098536,29e6ebc4-0b1a-47f9-8f9b-c2555aac1fcf,web,235.72,7.99,17.36,delivered
ECOM00000222,2026-01-10T12:29:39.098536,3679adb9-935c-4c7f-b604-2708ead53dda,web,69.31,4.99,4.9,placed
ECOM00000223,2026-01-10T02:58:39.098536,417eb827-5984-4919-b090-62a880eebd71,web,217.84,4.99,16.22,cancelled
ECOM00000224,2026-01-10T03:54:39.098536,5517009d-8081-4c3d-8162-49232453bd25,web,267.96,9.99,19.66,shipped
ECOM00000225,2026-01-10T13:43:39.098536,3cf74d3a-2893-41a1-b0c9-5f4123ca705d,web,255.43,7.99,18.86,placed
ECOM00000226,2026-01-09T18:02:39.098536,972f4b1d-eba9-428f-b9b2-526ec9a7c13d,web,64.67,9.99,4.17,placed
ECOM00000227,2026-01-10T11:08:39.098536,61d32fac-ecec-4e61-ae12-0c01f8ffff2f,web,56.93,4.99,3.96,shipped
ECOM00000228,2026-01-09T21:43:39.098536,94d0c39f-f0f3-40cd-8587-7881655a9801,web,156.58,4.99,11.55,placed
ECOM00000229,2026-01-09T17:22:39.098536,4a51fc50-7ae1-4ac9-a2bb-c2c098789644,web,143.14,4.99,10.53,delivered
ECOM00000230,2026-01-10T03:27:39.098536,df8cc9fc-0382-4931-9463-2f9278992832,web,168.91,4.99,12.49,placed
ECOM00000231,2026-01-09T22:59:39.098536,326c80d9-33d3-4254-8545-1a2d83dd49f0,web,256.14,4.99,19.14,shipped
ECOM00000232,2026-01-09T18:19:39.098536,b949fb7d-2d2c-49f8-8762-1c46229c8bbe,web,192.85,7.99,14.09,shipped
ECOM00000233,2026-01-10T12:15:39.098536,17c85c87-2a11-4982-9853-b5cd371a0865,web,84.63,0.0,6.45,shipped
ECOM00000234,2026-01-10T13:22:39.098536,e94a0e0d-fc1c-43bc-9b1f-4863510e7d5a,web,197.93,4.99,14.7,placed
ECOM00000235,2026-01-10T07:09:39.098536,5f72439b-462c-4a1f-a38b-57f316bf6937,web,111.38,4.99,8.11,shipped
ECOM00000236,2026-01-10T11:27:39.098536,f63d7cc4-ca8f-47f3-8bc7-925753f3ddcc,web,193.19,7.99,14.11,delivered
ECOM00000237,2026-01-09T17:51:39.098536,746117e5-943f-4094-bb81-7c87f8a4808f,web,226.98,7.99,16.69,placed
ECOM00000238,2026-01-09T17:45:39.098536,b0952327-3a6a-400a-8743-590ebc284b97,web,261.66,0.0,19.94,placed
ECOM00000239,2026-01-09T23:43:39.098536,d8cea58c-b202-46d9-b278-d78f1672bf68,web,56.82,9.99,3.57,placed
ECOM00000240,2026-01-09T16:56:39.098536,ecba099e-d5a1-4c7e-b04c-cfa4147855ac,web,148.85,9.99,10.58,cancelled
ECOM00000241,2026-01-10T14:20:39.098536,41b7ada7-1248-4225-a3ff-09b27f36f3ac,web,84.66,9.99,5.69,shipped
ECOM00000242,2026-01-09T21:05:39.098536,e5c4f906-06d2-4bb1-b596-865845703919,web,146.69,7.99,10.57,placed
ECOM00000243,2026-01-11T12:19:39.098536,3679adb9-935c-4c7f-b604-2708ead53dda,web,85.82,4.99,6.16,delivered
ECOM00000244,2026-01-10T17:50:39.098536,dc8d211a-f49b-4a42-8bba-b2192ec30739,web,16.57,0.0,1.26,placed
ECOM00000245,2026-01-11T02:09:39.098536,704b231b-e51b-4221-9196-70dbacd16cd2,web,170.86,7.99,12.41,cancelled
ECOM00000246,2026-01-11T06:14:39.098536,c214d83a-7c94-4086-842a-dc2f49c65fb6,web,107.09,4.99,7.78,placed
ECOM00000247,2026-01-11T15:26:39.098536,9b46a10e-fc18-47b4-96c0-6587f1c230cd,web,219.07,7.99,16.09,delivered
ECOM00000248,2026-01-11T05:13:39.098536,18fb69ad-35fb-40b9-8ddf-af6df72efc88,web,108.66,9.99,7.52,placed
ECOM00000249,2026-01-11T07:08:39.098536,df8cc9fc-0382-4931-9463-2f9278992832,web,36.38,9.99,2.01,shipped
ECOM00000250,2026-01-11T03:32:39.098536,febf45b0-1cbb-4b56-b621-58a07674d168,web,197.06,7.99,14.41,delivered
ECOM00000251,2026-01-10T17:31:39.098536,3537df7e-1e0c-4ebc-8b03-ca077680265e,web,51.38,9.99,3.15,delivered
ECOM00000252,2026-01-11T01:39:39.098536,2ae229c5-2254-4335-89e6-fbb9aca0c425,web,187.13,4.99,13.88,placed
ECOM00000253,2026-01-11T08:24:39.098536,ecf44ec7-e1df-46af-a23d-9d54d9d38de4,web,176.11,9.99,12.66,cancelled
ECOM00000254,2026-01-11T09:55:39.098536,f7ed9e00-78b6-4239-82ca-1c4339c4a6d0,web,76.04,9.99,5.03,delivered
ECOM00000255,2026-01-10T23:48:39.098536,e32cd8cb-a3a5-4d9a-a53c-3910a2ce490a,web,244.64,9.99,17.88,placed
ECOM00000256,2026-01-11T05:43:39.098536,15707d0f-f076-4f1a-b045-0cbe140c454a,web,259.07,4.99,19.36,cancelled
ECOM00000257,2026-01-11T06:42:39.098536,704b231b-e51b-4221-9196-70dbacd16cd2,web,148.43,9.99,10.55,placed
ECOM00000258,2026-01-10T20:59:39.098536,8fd61d36-6e6f-4b4d-9f54-8e5a21194fc6,web,193.7,7.99,14.15,placed
ECOM00000259,2026-01-11T06:35:39.098536,9ac002b9-2fb5-45f6-94fc-cfdf1b8b472f,web,101.0,4.99,7.32,cancelled
ECOM00000260,2026-01-10T23:58:39.098536,26e51e06-67fc-41d5-bf6c-5ffb61bd550f,web,197.83,4.99,14.7,placed
ECOM00000261,2026-01-11T11:27:39.098536,417eb827-5984-4919-b090-62a880eebd71,web,156.98,4.99,11.58,placed
ECOM00000262,2026-01-10T21:41:39.098536,f159bb63-bcfa-46e3-bd1e-0b6309f5e698,web,148.11,0.0,11.29,placed
ECOM00000263,2026-01-11T13:20:39.098536,ff315781-9e74-477b-b33d-3c6a928596ac,web,156.74,0.0,11.95,placed
ECOM00000264,2026-01-11T02:44:39.098536,0628347b-4caf-43b9-833c-de1bda9fb25e,web,114.53,0.0,8.73,shipped
ECOM00000265,2026-01-11T03:04:39.098536,9f8e4553-c838-4cfe-9f73-ce32d9dba1e5,web,210.76,0.0,16.06,shipped
ECOM00000266,2026-01-11T08:28:39.098536,5517009d-8081-4c3d-8162-49232453bd25,web,118.41,0.0,9.02,delivered
ECOM00000267,2026-01-11T02:42:39.098536,83c89055-5a29-4e2e-b912-bfe4878d2dec,web,48.38,4.99,3.31,delivered
ECOM00000268,2026-01-11T12:08:39.098536,73a59435-1288-41c3-949a-a3113a6a58ba,web,31.51,7.99,1.79,delivered
ECOM00000269,2026-01-10T21:12:39.098536,23c8d004-36fb-4d0b-8711-0d4f54c1e46d,web,279.31,9.99,20.53,delivered
ECOM00000270,2026-01-11T09:38:39.098536,804c585b-885a-4ec4-9555-4b04394e0082,web,117.02,0.0,8.92,cancelled
ECOM00000271,2026-01-10T18:08:39.098536,ea975863-cbd7-4a57-9bcc-6dc452d9d617,web,131.79,4.99,9.66,placed
ECOM00000272,2026-01-11T03:38:39.098536,5742e2e7-705c-4c8e-9b6a-ae5a6237f721,web,165.99,0.0,12.65,placed
ECOM00000273,2026-01-11T05:08:39.098536,3679adb9-935c-4c7f-b604-2708ead53dda,web,156.3,0.0,11.91,placed
ECOM00000274,2026-01-11T04:04:39.098536,ef82b1d8-7536-4953-bb8d-d272429945b5,web,26.99,0.0,2.06,placed
ECOM00000275,2026-01-11T09:02:39.098536,de93c243-2941-4de4-bdb3-c4e4f094a6e8,web,229.31,4.99,17.1,delivered
ECOM00000276,2026-01-10T22:26:39.098536,e092e665-f955-45df-b139-849d45acfb35,web,83.37,9.99,5.59,placed
ECOM00000277,2026-01-11T15:27:39.098536,6baf675e-0547-4a45-a3bb-65e0c0c724a3,web,187.07,0.0,14.26,shipped
ECOM00000278,2026-01-10T20:01:39.098536,f0cea552-212b-4b60-b7b6-7608338ed24b,web,250.36,4.99,18.7,placed
ECOM00000279,2026-01-10T20:37:39.098536,07b19091-a0c8-4fe8-ae81-9145271d28af,web,178.94,7.99,13.03,cancelled
ECOM00000280,2026-01-10T21:09:39.098536,ef82285f-74c7-4c81-8464-c88849233598,web,122.86,4.99,8.98,placed
ECOM00000281,2026-01-10T16:27:39.098536,7f69eee1-7f55-4266-9e75-ed379fae7fdc,web,35.99,4.99,2.36,delivered
ECOM00000282,2026-01-10T17:47:39.098536,98cd76c4-de09-43a1-b6ce-9b5b564ef459,web,80.51,7.99,5.53,placed
ECOM00000283,2026-01-11T11:31:39.098536,31b37ab7-cd6e-4f1d-888a-8285a1a19d71,web,31.31,4.99,2.01,shipped
ECOM00000284,2026-01-10T23:35:39.098536,90985268-9558-43f7-9b33-a4ba0b00d1b5,web,179.98,4.99,13.34,delivered
ECOM00000285,2026-01-11T04:08:39.098536,767fcd5a-c4e6-407b-aa39-ddf571969e51,web,170.71,7.99,12.4,shipped
ECOM00000286,2026-01-10T17:52:39.098536,f7ed9e00-78b6-4239-82ca-1c4339c4a6d0,web,197.28,9.99,14.27,placed
ECOM00000287,2026-01-11T01:20:39.098536,bbe98baf-055f-4256-bb02-ac80135c0920,web,49.88,9.99,3.04,shipped
ECOM00000288,2026-01-12T04:31:39.098536,de93c243-2941-4de4-bdb3-c4e4f094a6e8,web,61.08,9.99,3.89,placed
ECOM00000289,2026-01-12T15:56:39.098536,d901127a-cd80-4da8-98bd-bf845dfa0204,web,94.68,4.99,6.84,placed
ECOM00000290,2026-01-11T22:41:39.098536,bcd0251c-a05a-4c5d-858c-9414151ef62d,web,252.15,0.0,19.22,cancelled
ECOM00000291,2026-01-12T07:34:39.098536,7f69eee1-7f55-4266-9e75-ed379fae7fdc,web,41.03,4.99,2.75,placed
ECOM00000292,2026-01-12T15:43:39.098536,1b364d41-ecd6-4a75-9b1b-f660cc5f25fa,web,177.01,0.0,13.49,delivered
ECOM00000293,2026-01-12T00:19:39.098536,ec9a1e56-1600-481d-847f-ed355febe6b8,web,139.0,9.99,9.83,placed
ECOM00000294,2026-01-12T13:23:39.098536,b806713e-37ee-42ee-906d-d2723c89563a,web,71.42,4.99,5.06,shipped
ECOM00000295,2026-01-12T12:47:39.098536,6c624126-cc87-4c08-9fe9-0aec688bd4e7,web,120.3,7.99,8.56,delivered
ECOM00000296,2026-01-12T02:18:39.098536,b6bb43c7-2ec5-4b5e-a96c-8cc8a074b6bd,web,43.68,4.99,2.95,delivered
ECOM00000297,2026-01-11T19:53:39.098536,232dfa05-38bb-4246-9c6a-1e1b5d292e28,web,238.17,9.99,17.39,placed
ECOM00000298,2026-01-12T05:59:39.098536,a6dc89ad-0ab9-46e5-814e-b948e78283ea,web,156.07,4.99,11.51,delivered
ECOM00000299,2026-01-12T05:58:39.098536,b0952327-3a6a-400a-8743-590ebc284b97,web,84.9,0.0,6.47,shipped
ECOM00000300,2026-01-12T01:30:39.098536,3b066d3d-d98c-43b1-ae0b-7ff0e55afcff,web,102.21,9.99,7.03,placed
ECOM00000301,2026-01-11T22:03:39.098536,0628347b-4caf-43b9-833c-de1bda9fb25e,web,18.69,0.0,1.42,delivered
ECOM00000302,2026-01-12T16:10:39.098536,6b639b9c-2867-4dd1-918f-040de9e22ea7,web,78.77,4.99,5.62,shipped
ECOM00000303,2026-01-11T18:28:39.098536,0a162ab0-f519-409a-9bc2-66b3350f16b9,web,232.23,9.99,16.94,placed
ECOM00000304,2026-01-12T07:17:39.098536,11322d97-5ac5-4859-814a-3dd429b0fb23,web,49.25,0.0,3.75,placed
ECOM00000305,2026-01-11T20:01:39.098536,e78c071b-c4c5-4988-b9a4-a493ce8aeed3,web,230.4,9.99,16.8,shipped
ECOM00000306,2026-01-12T14:01:39.098536,97affe87-08cd-413f-941b-585497623878,web,134.49,9.99,9.49,delivered
ECOM00000307,2026-01-12T02:11:39.098536,667eb178-1f30-4fd8-8aac-f89209b52245,web,164.06,7.99,11.89,shipped
ECOM00000308,2026-01-11T23:09:39.098536,26e51e06-67fc-41d5-bf6c-5ffb61bd550f,web,18.94,0.0,1.44,placed
ECOM00000309,2026-01-12T09:30:39.098536,4a51fc50-7ae1-4ac9-a2bb-c2c098789644,web,214.79,4.99,15.99,shipped
ECOM00000310,2026-01-12T00:27:39.098536,3679adb9-935c-4c7f-b604-2708ead53dda,web,120.99,7.99,8.61,placed
ECOM00000311,2026-01-12T03:44:39.098536,9260e7f0-cee6-4a04-8a7f-72bd76b6021e,web,89.33,0.0,6.81,placed
ECOM00000312,2026-01-11T16:55:39.098536,41b7ada7-1248-4225-a3ff-09b27f36f3ac,web,90.39,9.99,6.13,delivered
ECOM00000313,2026-01-12T02:42:39.098536,00d35478-b6e8-46ea-8775-802752d6b14d,web,37.5,9.99,2.1,placed
ECOM00000314,2026-01-12T12:52:39.098536,667eb178-1f30-4fd8-8aac-f89209b52245,web,170.69,4.99,12.63,cancelled
ECOM00000315,2026-01-12T08:02:39.098536,00d35478-b6e8-46ea-8775-802752d6b14d,web,235.12,4.99,17.54,delivered
ECOM00000316,2026-01-11T16:27:39.098536,8f66b669-2055-4de0-8eda-f15e8d034d93,web,171.99,4.99,12.73,placed
ECOM00000317,2026-01-12T09:36:39.098536,751cd394-021e-4684-b7c1-c76ceaba880e,web,165.55,7.99,12.01,delivered
ECOM00000318,2026-01-11T19:21:39.098536,4447991e-e75f-426e-b835-a5de0f7a5b90,web,65.66,9.99,4.24,placed
ECOM00000319,2026-01-13T12:28:39.098536,feca5e4e-3408-4be2-8233-6d455930b551,web,132.32,4.99,9.7,placed
ECOM00000320,2026-01-13T14:48:39.098536,4df7d833-d3f4-4c5e-a846-126f316bdd35,web,238.57,9.99,17.42,placed
ECOM00000321,2026-01-13T05:50:39.098536,bcd0251c-a05a-4c5d-858c-9414151ef62d,web,24.46,0.0,1.86,placed
ECOM00000322,2026-01-12T22:10:39.098536,567c0ba3-de43-461e-9729-a07ccb37363e,web,64.01,9.99,4.12,placed
ECOM00000323,2026-01-13T06:19:39.098536,bfde1c06-c0f1-4e2b-8080-3b4ef8030f33,web,255.28,9.99,18.69,shipped
ECOM00000324,2026-01-12T23:27:39.098536,3c4c3e07-8c9e-4e58-a4c9-9c6df1c324e7,web,82.23,9.99,5.51,delivered
ECOM00000325,2026-01-13T03:52:39.098536,a23e8d9a-f151-40d0-b2dd-867c150b1851,web,152.81,7.99,11.04,delivered
ECOM00000326,2026-01-12T23:13:39.098536,5742e2e7-705c-4c8e-9b6a-ae5a6237f721,web,171.95,4.99,12.72,placed
ECOM00000327,2026-01-13T03:20:39.098536,bf9b99b9-6293-4f99-adc6-731553c40f4a,web,100.78,9.99,6.92,placed
ECOM00000328,2026-01-13T12:53:39.098536,94d0c39f-f0f3-40cd-8587-7881655a9801,web,174.12,7.99,12.66,delivered
ECOM00000329,2026-01-13T02:04:39.098536,3537df7e-1e0c-4ebc-8b03-ca077680265e,web,256.96,0.0,19.58,placed
ECOM00000330,2026-01-13T11:15:39.098536,804c585b-885a-4ec4-9555-4b04394e0082,web,121.44,7.99,8.65,placed
ECOM00000331,2026-01-13T12:39:39.098536,ef1aa57c-5fc0-42f2-aafa-5fb465adabef,web,250.09,0.0,19.06,placed
ECOM00000332,2026-01-12T23:06:39.098536,2b875069-b43b-435c-8632-e3a37a5e253f,web,192.07,0.0,14.64,placed
ECOM00000333,2026-01-13T04:00:39.098536,6b730cc3-da06-41e5-bc0d-4f5ba0da481d,web,46.48,9.99,2.78,placed
ECOM00000334,2026-01-13T07:46:39.098536,e5c4f906-06d2-4bb1-b596-865845703919,web,67.15,4.99,4.74,placed
ECOM00000335,2026-01-13T13:45:39.098536,94101b1a-2478-488c-a0ce-4a6e9e226501,web,79.49,9.99,5.3,shipped
ECOM00000336,2026-01-13T06:43:39.098536,cbd85615-83c3-4817-9cab-7a48d0b8cfde,web,162.5,4.99,12.0,shipped
ECOM00000337,2026-01-13T10:17:39.098536,89acc58d-a6ab-4fb3-b72b-d09463e1343f,web,101.66,9.99,6.99,delivered
ECOM00000338,2026-01-13T06:33:39.098536,be8e9d16-eb22-4a82-b6af-1be7517bb43d,web,58.55,0.0,4.46,delivered
ECOM00000339,2026-01-13T12:20:39.098536,f7b00b4d-1ccb-473d-adb4-523a1a1d19fa,web,150.02,7.99,10.82,delivered
ECOM00000340,2026-01-13T01:37:39.098536,33fe72f1-fa7d-40af-b2f8-a4ff3faf351d,web,200.85,9.99,14.55,placed
ECOM00000341,2026-01-13T08:41:39.098536,e78c071b-c4c5-4988-b9a4-a493ce8aeed3,web,111.57,7.99,7.89,placed
ECOM00000342,2026-01-13T00:51:39.098536,98cd76c4-de09-43a1-b6ce-9b5b564ef459,web,192.06,0.0,14.64,placed
ECOM00000343,2026-01-13T13:25:39.098536,94101b1a-2478-488c-a0ce-4a6e9e226501,web,212.77,7.99,15.61,placed
ECOM00000344,2026-01-13T14:18:39.098536,f2aacff0-734f-4384-ba6d-d167de2cd684,web,274.85,7.99,20.34,placed
ECOM00000345,2026-01-12T16:28:39.098536,83c89055-5a29-4e2e-b912-bfe4878d2dec,web,28.44,4.99,1.79,delivered
ECOM00000346,2026-01-13T04:38:39.098536,6baf675e-0547-4a45-a3bb-65e0c0c724a3,web,180.92,4.99,13.41,placed
ECOM00000347,2026-01-13T13:04:39.098536,58748e6f-c99e-4a2a-8f53-00f8a17ed561,web,161.76,9.99,11.57,placed
ECOM00000348,2026-01-13T13:23:39.098536,a4e71d72-eb78-4d2f-af05-e15e456b0602,web,153.55,7.99,11.09,shipped
ECOM00000349,2026-01-13T00:41:39.098536,a4e71d72-eb78-4d2f-af05-e15e456b0602,web,132.23,0.0,10.08,delivered
ECOM00000350,2026-01-12T23:30:39.098536,5024e0f4-3ab8-41d5-8eda-304871e40fcc,web,162.53,4.99,12.01,placed
ECOM00000351,2026-01-13T00:36:39.098536,78ed162f-5fd3-461f-8a6c-50b0c67ff6c6,web,66.29,0.0,5.05,delivered
ECOM00000352,2026-01-13T14:35:39.098536,b5eae820-9821-46ca-9773-dced8c80ee0c,web,197.17,9.99,14.27,placed
ECOM00000353,2026-01-13T02:59:39.098536,417eb827-5984-4919-b090-62a880eebd71,web,56.1,7.99,3.67,placed
ECOM00000354,2026-01-13T14:46:39.098536,be8e9d16-eb22-4a82-b6af-1be7517bb43d,web,67.64,7.99,4.55,placed
ECOM00000355,2026-01-13T03:00:39.098536,6c624126-cc87-4c08-9fe9-0aec688bd4e7,web,199.98,0.0,15.24,placed
ECOM00000356,2026-01-12T16:28:39.098536,12627e02-8a3d-4907-804f-731f61d7a761,web,264.42,7.99,19.54,delivered
ECOM00000357,2026-01-13T08:25:39.098536,dbec9f18-f9d6-49f4-a1b9-1c5067c07e34,web,252.48,9.99,18.48,delivered
ECOM00000358,2026-01-13T11:56:39.098536,d89c1753-ba08-490a-8e06-05ab2cd5617f,web,181.08,7.99,13.19,placed
ECOM00000359,2026-01-13T09:36:39.098536,be7d9a4d-c2b8-4f97-a58c-8e84e7a757c3,web,57.85,0.0,4.41,delivered
ECOM00000360,2026-01-13T09:55:39.098536,4df7d833-d3f4-4c5e-a846-126f316bdd35,web,166.31,7.99,12.07,placed
ECOM00000361,2026-01-12T20:31:39.098536,463b3e95-5ca5-4c65-91ce-becd84a562ac,web,57.09,9.99,3.59,placed
ECOM00000362,2026-01-13T13:51:39.098536,463b3e95-5ca5-4c65-91ce-becd84a562ac,web,270.08,0.0,20.58,placed
ECOM00000363,2026-01-13T13:45:39.098536,b6e01e7d-80a5-4676-9682-7217bca64c3e,web,198.83,9.99,14.39,shipped
ECOM00000364,2026-01-13T10:06:39.098536,30e9ce9c-9beb-4f8b-b24a-2397e692a486,web,214.83,9.99,15.61,placed
ECOM00000365,2026-01-12T22:15:39.098536,417eb827-5984-4919-b090-62a880eebd71,web,186.46,0.0,14.21,delivered
ECOM00000366,2026-01-12T19:55:39.098536,5995fc9f-ada0-48db-810c-95d75329d1ec,web,63.01,9.99,4.04,placed
ECOM00000367,2026-01-14T00:33:39.098536,c452a192-de23-4a87-ac1b-f81d15116554,web,197.89,9.99,14.32,placed
ECOM00000368,2026-01-14T05:35:39.098536,c6f84d78-dfda-4429-8980-526b8af1ec05,web,149.02,4.99,10.98,placed
ECOM00000369,2026-01-13T17:10:39.098536,6002c3f2-3bba-4808-a88d-79642b1150ee,web,90.36,7.99,6.28,placed
ECOM00000370,2026-01-14T09:47:39.098536,326c80d9-33d3-4254-8545-1a2d83dd49f0,web,154.54,0.0,11.78,placed
ECOM00000371,2026-01-14T15:29:39.098536,746117e5-943f-4094-bb81-7c87f8a4808f,web,150.44,9.99,10.7,placed
ECOM00000372,2026-01-13T20:59:39.098536,a4e71d72-eb78-4d2f-af05-e15e456b0602,web,266.8,4.99,19.95,delivered
ECOM00000373,2026-01-14T08:12:39.098536,fe45199f-b031-43cc-a3c6-cd858a3ba81d,web,50.72,7.99,3.26,placed
ECOM00000374,2026-01-14T07:24:39.098536,8f66b669-2055-4de0-8eda-f15e8d034d93,web,192.27,9.99,13.89,shipped
ECOM00000375,2026-01-14T15:45:39.098536,89acc58d-a6ab-4fb3-b72b-d09463e1343f,web,113.93,9.99,7.92,delivered
ECOM00000376,2026-01-14T03:00:39.098536,31b37ab7-cd6e-4f1d-888a-8285a1a19d71,web,231.1,7.99,17.0,placed
ECOM00000377,2026-01-14T12:47:39.098536,b213a275-ecc1-489e-b8d7-ac6025f61a01,web,193.45,0.0,14.74,placed
ECOM00000378,2026-01-14T04:47:39.098536,468a62fd-022e-4bc9-a993-7e31e3615744,web,55.8,0.0,4.25,shipped
ECOM00000379,2026-01-13T19:37:39.098536,8f66b669-2055-4de0-8eda-f15e8d034d93,web,199.19,7.99,14.57,shipped
ECOM00000380,2026-01-13T20:46:39.098536,bfde1c06-c0f1-4e2b-8080-3b4ef8030f33,web,111.52,9.99,7.74,placed
ECOM00000381,2026-01-14T14:59:39.098536,b806713e-37ee-42ee-906d-d2723c89563a,web,224.78,4.99,16.75,delivered
ECOM00000382,2026-01-14T01:38:39.098536,7eed74b2-ee31-4346-ac26-83eea8aeead3,web,32.73,0.0,2.49,shipped
ECOM00000383,2026-01-14T08:41:39.098536,e5c4f906-06d2-4bb1-b596-865845703919,web,268.11,9.99,19.67,placed
ECOM00000384,2026-01-13T21:22:39.098536,1a808fcb-ec30-457d-9fad-290c7afcea0c,web,274.0,7.99,20.27,placed
ECOM00000385,2026-01-14T09:55:39.098536,7b7654d2-d58c-4452-b318-3fed60e11e2e,web,183.21,7.99,13.35,placed
ECOM00000386,2026-01-14T07:28:39.098536,33fe72f1-fa7d-40af-b2f8-a4ff3faf351d,web,117.1,0.0,8.92,placed
ECOM00000387,2026-01-14T01:43:39.098536,2ae229c5-2254-4335-89e6-fbb9aca0c425,web,148.62,0.0,11.33,placed
ECOM00000388,2026-01-14T10:06:39.098536,73a59435-1288-41c3-949a-a3113a6a58ba,web,200.9,4.99,14.93,shipped
ECOM00000389,2026-01-14T05:01:39.098536,6baf675e-0547-4a45-a3bb-65e0c0c724a3,web,230.93,9.99,16.84,placed
ECOM00000390,2026-01-14T13:03:39.098536,26e51e06-67fc-41d5-bf6c-5ffb61bd550f,web,97.6,0.0,7.44,placed
ECOM00000391,2026-01-14T02:15:39.098536,30e9ce9c-9beb-4f8b-b24a-2397e692a486,web,85.6,0.0,6.52,placed
ECOM00000392,2026-01-14T05:53:39.098536,d909ebd0-23c6-4545-b999-e7504e245720,web,195.57,4.99,14.52,delivered
ECOM00000393,2026-01-13T18:29:39.098536,e78c071b-c4c5-4988-b9a4-a493ce8aeed3,web,77.85,0.0,5.93,cancelled
ECOM00000394,2026-01-13T23:59:39.098536,e32cd8cb-a3a5-4d9a-a53c-3910a2ce490a,web,231.53,0.0,17.65,delivered
ECOM00000395,2026-01-14T15:42:39.098536,5b1bd3a2-5082-4cf7-9a8f-8365087c6e4a,web,73.86,0.0,5.63,delivered
ECOM00000396,2026-01-14T08:57:39.098536,ee587b12-4fb7-4266-a5db-76cd88a574e3,web,146.4,7.99,10.55,placed
ECOM00000397,2026-01-14T10:47:39.098536,ea975863-cbd7-4a57-9bcc-6dc452d9d617,web,119.74,7.99,8.52,delivered
ECOM00000398,2026-01-14T00:57:39.098536,667eb178-1f30-4fd8-8aac-f89209b52245,web,197.19,7.99,14.42,placed
ECOM00000399,2026-01-13T18:05:39.098536,15707d0f-f076-4f1a-b045-0cbe140c454a,web,74.46,4.99,5.29,placed
ECOM00000400,2026-01-14T05:42:39.098536,0a162ab0-f519-409a-9bc2-66b3350f16b9,web,123.72,0.0,9.43,delivered
ECOM00000401,2026-01-13T19:35:39.098536,5517009d-8081-4c3d-8162-49232453bd25,web,146.88,0.0,11.19,placed
ECOM00000402,2026-01-14T05:12:39.098536,15707d0f-f076-4f1a-b045-0cbe140c454a,web,38.69,0.0,2.95,delivered
ECOM00000403,2026-01-14T06:01:39.098536,2b875069-b43b-435c-8632-e3a37a5e253f,web,192.88,0.0,14.7,placed
ECOM00000404,2026-01-15T13:35:39.098536,1eb8916f-e09a-4434-9297-fae0e6db9c93,web,81.46,7.99,5.6,placed
ECOM00000405,2026-01-15T00:19:39.098536,50c37fea-54c0-47ce-876d-cf1a32258977,web,247.58,4.99,18.49,placed
ECOM00000406,2026-01-14T21:06:39.098536,38ef8b90-94db-46c3-b90e-3bb547545b3b,web,112.5,4.99,8.19,placed
