order_id,product_id,quantity,unit_price,line_total
ECOM00000205,P0095,2,37.83,75.66
ECOM00000206,P0040,3,27.79,83.37
ECOM00000206,P0092,2,52.66,105.32
ECOM00000207,P0085,2,27.0,54.0
ECOM00000207,P0088,2,13.65,27.3
ECOM00000207,P0065,2,5.77,11.54
ECOM00000207,P0068,3,14.87,44.61
ECOM00000208,P0043,2,11.29,22.58
ECOM00000208,P0058,1,16.8,16.8
ECOM00000208,P0065,2,9.78,19.56
ECOM00000208,P0060,3,2.34,7.02
ECOM00000208,P0046,1,33.31,33.31
ECOM00000209,P0029,1,50.88,50.88
ECOM00000209,P0100,1,62.34,62.34
ECOM00000210,P0061,1,78.21,78.21
ECOM00000210,P0032,1,32.19,32.19
ECOM00000210,P0075,3,7.81,23.43
ECOM00000210,P0036,2,20.91,41.82
ECOM00000211,P0012,3,2.39,7.17
ECOM00000211,P0041,3,3.93,11.79
ECOM00000211,P0051,3,7.89,23.67
ECOM00000212,P0033,1,58.2,58.2
ECOM00000212,P0030,2,43.34,86.68
ECOM00000212,P0006,2,50.19,100.38
ECOM00000213,P0028,1,40.1,40.1
ECOM00000213,P0003,2,10.79,21.58
ECOM00000213,P0005,3,22.52,67.56
ECOM00000214,P0010,2,17.02,34.04
ECOM00000214,P0066,3,9.67,29.01
ECOM00000214,P0082,3,23.02,69.06
ECOM00000214,P0043,2,5.5,11.0
ECOM00000214,P0054,1,77.44,77.44
ECOM00000215,P0039,3,2.84,8.52
ECOM00000215,P0044,2,3.13,6.26
ECOM00000215,P0086,2,2.69,5.38
ECOM00000215,P0090,1,5.62,5.62
ECOM00000216,P0041,1,5.05,5.05
ECOM00000216,P0060,3,6.75,20.25
ECOM00000216,P0013,2,18.17,36.34
ECOM00000217,P0066,3,12.47,37.41
ECOM00000218,P0056,3,34.11,102.33
ECOM00000219,P0070,1,71.68,71.68
ECOM00000219,P0078,2,10.51,21.02
ECOM00000219,P0073,3,33.22,99.66
ECOM00000220,P0046,2,36.06,72.12
ECOM00000220,P0028,3,67.83,203.49
ECOM00000221,P0095,2,9.57,19.14
ECOM00000221,P0012,2,22.34,44.68
ECOM00000221,P0031,2,42.83,85.66
ECOM00000221,P0016,3,9.78,29.34
ECOM00000221,P0067,2,28.45,56.9
ECOM00000222,P0043,2,12.66,25.32
ECOM00000222,P0093,1,21.1,21.1
ECOM00000222,P0087,2,4.54,9.08
ECOM00000222,P0004,3,1.77,5.31
ECOM00000222,P0025,1,8.48,8.48
ECOM00000223,P0090,2,34.74,69.48
ECOM00000223,P0002,1,34.67,34.67
ECOM00000223,P0014,1,113.69,113.69
ECOM00000224,P0008,3,4.91,14.73
ECOM00000224,P0048,3,26.01,78.03
ECOM00000224,P0041,3,29.08,87.24
ECOM00000224,P0089,3,13.92,41.76
ECOM00000224,P0079,3,15.4,46.2
ECOM00000225,P0090,2,127.72,255.44
ECOM00000226,P0070,2,4.34,8.68
ECOM00000226,P0061,2,28.0,56.0
ECOM00000227,P0017,2,10.17,20.34
ECOM00000227,P0077,3,3.44,10.32
ECOM00000227,P0062,1,6.68,6.68
ECOM00000227,P0053,1,5.07,5.07
ECOM00000227,P0075,1,14.52,14.52
ECOM00000228,P0060,1,37.31,37.31
ECOM00000228,P0025,3,16.64,49.92
ECOM00000228,P0015,1,69.35,69.35
ECOM00000229,P0060,2,18.68,37.36
ECOM00000229,P0082,2,25.18,50.36
ECOM00000229,P0045,1,11.45,11.45
ECOM00000229,P0058,2,9.19,18.38
ECOM00000229,P0030,1,25.59,25.59
ECOM00000230,P0011,2,28.68,57.36
ECOM00000230,P0061,2,22.35,44.7
ECOM00000230,P0088,1,15.03,15.03
ECOM00000230,P0042,1,51.81,51.81
ECOM00000231,P0025,3,13.5,40.5
ECOM00000231,P0020,1,45.67,45.67
ECOM00000231,P0057,2,84.98,169.96
ECOM00000232,P0002,2,19.36,38.72
ECOM00000232,P0087,2,77.06,154.12
ECOM00000233,P0042,2,4.62,9.24
ECOM00000233,P0055,3,25.13,75.39
ECOM00000234,P0011,2,98.97,197.94
ECOM00000235,P0088,1,17.71,17.71
ECOM00000235,P0026,1,93.67,93.67
ECOM00000236,P0080,3,13.33,39.99
ECOM00000236,P0097,1,45.61,45.61
ECOM00000236,P0037,3,35.86,107.58
ECOM00000237,P0073,2,113.49,226.98
ECOM00000238,P0064,3,10.47,31.41
ECOM00000238,P0077,2,56.99,113.98
ECOM00000238,P0091,2,5.3,10.6
ECOM00000238,P0075,3,11.39,34.17
ECOM00000238,P0079,3,23.84,71.52
ECOM00000239,P0015,2,9.1,18.2
ECOM00000239,P0001,2,19.31,38.62
ECOM00000240,P0046,3,11.22,33.66
ECOM00000240,P0026,2,19.57,39.14
ECOM00000240,P0054,3,2.43,7.29
ECOM00000240,P0004,2,11.09,22.18
ECOM00000240,P0006,2,23.29,46.58
ECOM00000241,P0080,1,42.18,42.18
ECOM00000241,P0023,2,3.15,6.3
ECOM00000241,P0090,3,5.74,17.22
ECOM00000241,P0025,3,6.31,18.93
ECOM00000242,P0067,3,16.82,50.46
ECOM00000242,P0030,1,32.2,32.2
ECOM00000242,P0035,1,64.02,64.02
ECOM00000243,P0055,2,42.91,85.82
ECOM00000244,P0029,2,3.15,6.3
ECOM00000244,P0060,2,5.13,10.26
ECOM00000245,P0066,2,10.4,20.8
ECOM00000245,P0059,3,2.04,6.12
ECOM00000245,P0079,3,19.46,58.38
ECOM00000245,P0047,3,28.52,85.56
ECOM00000246,P0086,1,46.64,46.64
ECOM00000246,P0004,3,9.0,27.0
ECOM00000246,P0073,3,4.86,14.58
ECOM00000246,P0048,1,18.88,18.88
ECOM00000247,P0100,2,45.24,90.48
ECOM00000247,P0050,1,32.08,32.08
ECOM00000247,P0018,1,15.62,15.62
ECOM00000247,P0053,1,38.0,38.0
ECOM00000247,P0090,2,21.44,42.88
ECOM00000248,P0068,2,22.25,44.5
ECOM00000248,P0002,2,10.91,21.82
ECOM00000248,P0071,3,14.11,42.33
ECOM00000249,P0091,2,2.96,5.92
ECOM00000249,P0085,3,3.98,11.94
ECOM00000249,P0008,2,9.25,18.5
ECOM00000250,P0041,1,90.08,90.08
ECOM00000250,P0073,1,23.76,23.76
ECOM00000250,P0082,1,83.22,83.22
ECOM00000251,P0046,3,17.13,51.39
ECOM00000252,P0043,1,83.28,83.28
ECOM00000252,P0098,1,17.25,17.25
ECOM00000252,P0003,2,11.61,23.22
ECOM00000252,P0029,1,63.38,63.38
ECOM00000253,P0025,2,31.97,63.94
ECOM00000253,P0010,2,56.09,112.18
ECOM00000254,P0085,3,5.69,17.07
ECOM00000254,P0021,2,6.11,12.22
ECOM00000254,P0059,3,7.08,21.24
ECOM00000254,P0023,2,12.76,25.52
ECOM00000255,P0088,2,122.32,244.64
ECOM00000256,P0051,3,86.36,259.08
ECOM00000257,P0084,3,5.97,17.91
ECOM00000257,P0010,2,11.01,22.02
ECOM00000257,P0013,3,36.17,108.51
ECOM00000258,P0053,3,64.57,193.71
ECOM00000259,P0040,1,23.49,23.49
ECOM00000259,P0011,2,13.02,26.04
ECOM00000259,P0031,3,17.16,51.48
ECOM00000260,P0037,3,14.45,43.35
ECOM00000260,P0088,2,77.25,154.5
ECOM00000261,P0076,2,78.49,156.98
ECOM00000262,P0079,3,20.71,62.13
ECOM00000262,P0044,1,18.47,18.47
ECOM00000262,P0031,1,24.75,24.75
ECOM00000262,P0051,1,42.77,42.77
ECOM00000263,P0064,2,36.69,73.38
ECOM00000263,P0041,2,5.59,11.18
ECOM00000263,P0065,2,12.06,24.12
ECOM00000263,P0021,3,16.02,48.06
ECOM00000264,P0093,2,14.72,29.44
ECOM00000264,P0081,3,28.36,85.08
ECOM00000265,P0098,1,104.65,104.65
ECOM00000265,P0018,1,41.97,41.97
ECOM00000265,P0006,2,5.64,11.28
ECOM00000265,P0063,1,20.56,20.56
ECOM00000265,P0026,3,10.77,32.31
ECOM00000266,P0075,2,10.94,21.88
ECOM00000266,P0056,3,9.21,27.63
ECOM00000266,P0080,2,34.45,68.9
ECOM00000267,P0065,2,2.86,5.72
ECOM00000267,P0066,2,3.08,6.16
ECOM00000267,P0020,2,18.26,36.52
ECOM00000268,P0021,3,10.5,31.5
ECOM00000269,P0051,3,4.15,12.45
ECOM00000269,P0077,2,47.12,94.24
ECOM00000269,P0013,1,172.61,172.61
ECOM00000270,P0094,1,22.03,22.03
ECOM00000270,P0022,3,31.66,94.98
ECOM00000271,P0002,3,8.52,25.56
ECOM00000271,P0011,1,10.17,10.17
ECOM00000271,P0100,1,28.24,28.24
ECOM00000271,P0070,2,33.91,67.82
ECOM00000272,P0050,2,10.57,21.14
ECOM00000272,P0014,1,31.68,31.68
ECOM00000272,P0076,1,113.17,113.17
ECOM00000273,P0069,3,15.57,46.71
ECOM00000273,P0038,2,54.8,109.6
ECOM00000274,P0012,2,6.17,12.34
ECOM00000274,P0054,3,1.8,5.4
ECOM00000274,P0093,3,1.65,4.95
ECOM00000274,P0084,2,2.33,4.66
ECOM00000274,P0039,2,-0.18,-0.36
ECOM00000275,P0041,1,94.48,94.48
ECOM00000275,P0096,3,9.28,27.84
ECOM00000275,P0084,1,41.99,41.99
ECOM00000275,P0086,2,32.5,65.0
ECOM00000276,P0022,1,16.44,16.44
ECOM00000276,P0047,3,4.98,14.94
ECOM00000276,P0046,1,24.45,24.45
ECOM00000276,P0096,3,3.55,10.65
ECOM00000276,P0061,1,16.89,16.89
ECOM00000277,P0079,1,47.62,47.62
ECOM00000277,P0070,2,22.66,45.32
ECOM00000277,P0072,1,94.12,94.12
ECOM00000278,P0009,1,60.3,60.3
ECOM00000278,P0095,1,16.8,16.8
ECOM00000278,P0035,1,79.79,79.79
ECOM00000278,P0008,3,31.16,93.48
ECOM00000279,P0100,2,30.26,60.52
ECOM00000279,P0031,3,18.89,56.67
ECOM00000279,P0090,1,14.92,14.92
ECOM00000279,P0008,2,23.41,46.82
ECOM00000280,P0057,3,11.25,33.75
ECOM00000280,P0084,1,22.08,22.08
ECOM00000280,P0002,3,22.34,67.02
ECOM00000281,P0028,3,2.65,7.95
ECOM00000281,P0099,3,3.04,9.12
ECOM00000281,P0064,2,4.42,8.84
ECOM00000281,P0059,3,3.37,10.11
ECOM00000282,P0002,2,15.18,30.36
ECOM00000282,P0008,3,5.26,15.78
ECOM00000282,P0044,2,17.19,34.38
ECOM00000283,P0043,3,2.04,6.12
ECOM00000283,P0003,1,11.34,11.34
ECOM00000283,P0097,2,6.93,13.86
ECOM00000284,P0035,3,12.46,37.38
ECOM00000284,P0099,1,26.82,26.82
ECOM00000284,P0026,3,38.6,115.8
ECOM00000285,P0024,3,17.75,53.25
ECOM00000285,P0073,1,117.47,117.47
ECOM00000286,P0043,2,30.75,61.5
ECOM00000286,P0048,1,32.8,32.8
ECOM00000286,P0023,2,17.48,34.96
ECOM00000286,P0095,1,68.01,68.01
ECOM00000287,P0009,3,7.29,21.87
ECOM00000287,P0042,2,2.65,5.3
ECOM00000287,P0065,1,5.86,5.86
ECOM00000287,P0073,2,8.43,16.86
ECOM00000288,P0049,1,10.9,10.9
ECOM00000288,P0004,2,10.7,21.4
ECOM00000288,P0033,3,1.69,5.07
ECOM00000288,P0051,2,4.54,9.08
ECOM00000288,P0079,1,14.64,14.64
ECOM00000289,P0098,1,94.68,94.68
ECOM00000290,P0094,1,13.98,13.98
ECOM00000290,P0058,2,46.68,93.36
ECOM00000290,P0076,3,14.66,43.98
ECOM00000290,P0060,2,3.02,6.04
ECOM00000290,P0092,3,31.6,94.8
ECOM00000291,P0040,2,20.52,41.04
ECOM00000292,P0016,1,60.41,60.41
ECOM00000292,P0076,2,23.21,46.42
ECOM00000292,P0012,2,10.59,21.18
ECOM00000292,P0025,1,12.72,12.72
ECOM00000292,P0094,2,18.14,36.28
ECOM00000293,P0003,2,69.5,139.0
ECOM00000294,P0049,2,4.66,9.32
ECOM00000294,P0008,1,15.62,15.62
ECOM00000294,P0053,1,46.48,46.48
ECOM00000295,P0006,3,13.43,40.29
ECOM00000295,P0076,2,4.8,9.6
ECOM00000295,P0072,3,23.47,70.41
ECOM00000296,P0036,1,18.31,18.31
ECOM00000296,P0075,2,3.15,6.3
ECOM00000296,P0052,3,2.55,7.65
ECOM00000296,P0073,3,3.81,11.43
ECOM00000297,P0034,2,119.08,238.16
ECOM00000298,P0094,1,15.23,15.23
ECOM00000298,P0057,2,70.42,140.84
ECOM00000299,P0026,2,6.24,12.48
ECOM00000299,P0012,1,17.24,17.24
ECOM00000299,P0005,1,15.19,15.19
ECOM00000299,P0027,1,19.23,19.23
ECOM00000299,P0085,1,20.77,20.77
ECOM00000300,P0024,2,11.02,22.04
ECOM00000300,P0025,2,16.66,33.32
ECOM00000300,P0095,2,23.43,46.86
ECOM00000301,P0053,1,8.59,8.59
ECOM00000301,P0047,1,5.05,5.05
ECOM00000301,P0019,3,0.95,2.85
ECOM00000301,P0091,1,1.81,1.81
ECOM00000301,P0051,2,0.2,0.4
ECOM00000302,P0071,3,26.26,78.78
ECOM00000303,P0054,3,18.89,56.67
ECOM00000303,P0002,2,28.75,57.5
ECOM00000303,P0081,2,6.2,12.4
ECOM00000303,P0008,2,5.06,10.12
ECOM00000303,P0084,1,95.53,95.53
ECOM00000304,P0046,3,2.12,6.36
ECOM00000304,P0053,1,42.88,42.88
ECOM00000305,P0020,1,59.51,59.51
ECOM00000305,P0098,1,74.8,74.8
ECOM00000305,P0087,1,7.94,7.94
ECOM00000305,P0084,1,35.46,35.46
ECOM00000305,P0044,1,52.69,52.69
ECOM00000306,P0068,3,44.83,134.49
ECOM00000307,P0096,1,164.06,164.06
ECOM00000308,P0018,2,9.47,18.94
ECOM00000309,P0087,3,20.95,62.85
ECOM00000309,P0010,3,15.74,47.22
ECOM00000309,P0026,3,9.25,27.75
ECOM00000309,P0007,3,25.65,76.95
ECOM00000310,P0074,1,53.19,53.19
ECOM00000310,P0047,2,13.46,26.92
ECOM00000310,P0044,3,3.95,11.85
ECOM00000310,P0076,3,9.67,29.01
ECOM00000311,P0011,1,89.33,89.33
ECOM00000312,P0088,3,9.2,27.6
ECOM00000312,P0027,3,7.82,23.46
ECOM00000312,P0005,2,4.21,8.42
ECOM00000312,P0075,2,15.45,30.9
ECOM00000313,P0038,1,37.5,37.5
ECOM00000314,P0062,3,9.92,29.76
ECOM00000314,P0044,1,140.93,140.93
ECOM00000315,P0099,3,39.0,117.0
ECOM00000315,P0005,3,13.26,39.78
ECOM00000315,P0042,3,26.11,78.33
ECOM00000316,P0021,2,86.0,172.0
ECOM00000317,P0061,3,5.74,17.22
ECOM00000317,P0035,3,21.98,65.94
ECOM00000317,P0014,1,17.53,17.53
ECOM00000317,P0096,2,12.8,25.6
ECOM00000317,P0038,2,19.63,39.26
ECOM00000318,P0002,2,32.83,65.66
ECOM00000319,P0052,3,11.19,33.57
ECOM00000319,P0087,3,12.72,38.16
ECOM00000319,P0091,2,30.28,60.56
ECOM00000320,P0070,1,11.18,11.18
ECOM00000320,P0034,2,29.66,59.32
ECOM00000320,P0024,3,56.03,168.09
ECOM00000321,P0050,1,10.18,10.18
ECOM00000321,P0071,2,2.54,5.08
ECOM00000321,P0045,1,4.64,4.64
ECOM00000321,P0062,3,1.1,3.3
ECOM00000321,P0039,2,0.62,1.24
ECOM00000322,P0031,1,7.13,7.13
ECOM00000322,P0033,3,18.96,56.88
ECOM00000323,P0003,3,22.81,68.43
ECOM00000323,P0085,2,26.09,52.18
ECOM00000323,P0029,1,24.33,24.33
ECOM00000323,P0017,3,3.61,10.83
ECOM00000323,P0039,3,33.17,99.51
ECOM00000324,P0065,3,27.41,82.23
ECOM00000325,P0025,2,21.53,43.06
ECOM00000325,P0076,1,45.43,45.43
ECOM00000325,P0047,2,32.16,64.32
ECOM00000326,P0100,1,171.95,171.95
ECOM00000327,P0090,2,23.11,46.22
ECOM00000327,P0067,3,5.27,15.81
ECOM00000327,P0061,1,38.74,38.74
ECOM00000328,P0088,1,52.11,52.11
ECOM00000328,P0035,2,26.07,52.14
ECOM00000328,P0073,2,5.87,11.74
ECOM00000328,P0055,1,58.15,58.15
ECOM00000329,P0022,1,14.21,14.21
ECOM00000329,P0059,3,15.36,46.08
ECOM00000329,P0087,2,5.38,10.76
ECOM00000329,P0002,3,61.96,185.88
ECOM00000330,P0010,2,23.02,46.04
ECOM00000330,P0083,2,37.7,75.4
ECOM00000331,P0036,1,82.78,82.78
ECOM00000331,P0053,1,66.83,66.83
ECOM00000331,P0012,1,17.1,17.1
ECOM00000331,P0039,3,27.79,83.37
ECOM00000332,P0001,1,87.27,87.27
ECOM00000332,P0077,3,34.93,104.79
ECOM00000333,P0068,3,3.68,11.04
ECOM00000333,P0060,1,35.43,35.43
ECOM00000334,P0083,3,2.45,7.35
ECOM00000334,P0064,2,11.26,22.52
ECOM00000334,P0087,3,3.72,11.16
ECOM00000334,P0090,1,10.41,10.41
ECOM00000334,P0077,2,7.86,15.72
ECOM00000335,P0056,1,37.75,37.75
ECOM00000335,P0044,1,41.74,41.74
ECOM00000336,P0052,1,69.12,69.12
ECOM00000336,P0004,1,43.65,43.65
ECOM00000336,P0021,1,9.63,9.63
ECOM00000336,P0070,1,10.82,10.82
ECOM00000336,P0019,1,29.28,29.28
ECOM00000337,P0006,3,13.26,39.78
ECOM00000337,P0098,2,14.51,29.02
ECOM00000337,P0061,2,6.47,12.94
ECOM00000337,P0036,1,5.07,5.07
ECOM00000337,P0093,1,14.85,14.85
ECOM00000338,P0074,3,2.3,6.9
ECOM00000338,P0021,3,2.18,6.54
ECOM00000338,P0094,2,3.93,7.86
ECOM00000338,P0063,2,7.89,15.78
ECOM00000338,P0012,2,10.74,21.48
ECOM00000339,P0009,1,11.33,11.33
ECOM00000339,P0061,3,4.65,13.95
ECOM00000339,P0058,3,17.95,53.85
ECOM00000339,P0086,3,23.63,70.89
ECOM00000340,P0026,1,43.46,43.46
ECOM00000340,P0028,2,10.21,20.42
ECOM00000340,P0067,3,45.65,136.95
ECOM00000341,P0002,3,15.43,46.29
ECOM00000341,P0077,3,21.76,65.28
ECOM00000342,P0060,1,92.02,92.02
ECOM00000342,P0099,1,49.78,49.78
ECOM00000342,P0095,1,50.26,50.26
ECOM00000343,P0056,2,106.39,212.78
ECOM00000344,P0057,1,274.85,274.85
ECOM00000345,P0034,1,10.85,10.85
ECOM00000345,P0082,2,8.8,17.6
ECOM00000346,P0076,1,52.31,52.31
ECOM00000346,P0057,2,26.2,52.4
ECOM00000346,P0060,3,5.46,16.38
ECOM00000346,P0011,2,7.73,15.46
ECOM00000346,P0088,3,14.79,44.37
ECOM00000347,P0025,2,22.14,44.28
ECOM00000347,P0066,2,11.03,22.06
ECOM00000347,P0077,1,21.47,21.47
ECOM00000347,P0099,2,14.8,29.6
ECOM00000347,P0055,2,22.18,44.36
ECOM00000348,P0018,2,76.78,153.56
ECOM00000349,P0059,3,44.08,132.24
ECOM00000350,P0081,3,4.22,12.66
ECOM00000350,P0030,2,32.27,64.54
ECOM00000350,P0042,2,5.79,11.58
ECOM00000350,P0065,1,28.33,28.33
ECOM00000350,P0086,3,15.14,45.42
ECOM00000351,P0025,1,29.71,29.71
ECOM00000351,P0072,2,18.29,36.58
ECOM00000352,P0039,2,7.97,15.94
ECOM00000352,P0084,2,90.61,181.22
ECOM00000353,P0007,3,3.13,9.39
ECOM00000353,P0098,3,3.43,10.29
ECOM00000353,P0013,3,12.13,36.39
ECOM00000354,P0012,1,18.29,18.29
ECOM00000354,P0055,3,3.34,10.02
ECOM00000354,P0095,3,13.11,39.33
ECOM00000355,P0032,3,3.82,11.46
ECOM00000355,P0046,3,7.19,21.57
ECOM00000355,P0008,1,46.33,46.33
ECOM00000355,P0097,1,120.63,120.63
ECOM00000356,P0068,3,18.21,54.63
ECOM00000356,P0038,3,23.41,70.23
ECOM00000356,P0047,3,17.48,52.44
ECOM00000356,P0041,3,29.04,87.12
ECOM00000357,P0009,3,8.06,24.18
ECOM00000357,P0048,3,76.1,228.3
ECOM00000358,P0074,1,14.81,14.81
ECOM00000358,P0021,3,2.41,7.23
ECOM00000358,P0062,2,79.53,159.06
ECOM00000359,P0048,2,3.19,6.38
ECOM00000359,P0021,2,3.25,6.5
ECOM00000359,P0010,2,11.14,22.28
ECOM00000359,P0022,3,7.56,22.68
ECOM00000360,P0026,3,27.2,81.6
ECOM00000360,P0023,1,34.0,34.0
ECOM00000360,P0043,2,11.44,22.88
ECOM00000360,P0099,2,6.46,12.92
ECOM00000360,P0025,2,7.46,14.92
ECOM00000361,P0014,2,12.59,25.18
ECOM00000361,P0051,2,4.36,8.72
ECOM00000361,P0010,1,6.26,6.26
ECOM00000361,P0075,1,5.94,5.94
ECOM00000361,P0017,1,11.0,11.0
ECOM00000362,P0008,2,57.67,115.34
ECOM00000362,P0045,2,9.66,19.32
ECOM00000362,P0020,3,13.04,39.12
ECOM00000362,P0061,2,21.36,42.72
ECOM00000362,P0016,1,53.55,53.55
ECOM00000363,P0015,3,22.77,68.31
ECOM00000363,P0083,3,43.51,130.53
ECOM00000364,P0041,3,71.61,214.83
ECOM00000365,P0045,3,1.76,5.28
ECOM00000365,P0098,1,86.14,86.14
ECOM00000365,P0086,3,8.15,24.45
ECOM00000365,P0021,2,35.3,70.6
ECOM00000366,P0053,3,5.6,16.8
ECOM00000366,P0062,3,3.66,10.98
ECOM00000366,P0010,1,6.68,6.68
ECOM00000366,P0051,2,3.46,6.92
ECOM00000366,P0016,1,21.64,21.64
ECOM00000367,P0086,2,29.48,58.96
ECOM00000367,P0063,1,51.75,51.75
ECOM00000367,P0012,2,15.58,31.16
ECOM00000367,P0038,2,13.05,26.1
ECOM00000367,P0001,2,14.96,29.92
ECOM00000368,P0085,3,24.49,73.47
ECOM00000368,P0026,3,11.84,35.52
ECOM00000368,P0084,3,4.63,13.89
ECOM00000368,P0019,1,7.24,7.24
ECOM00000368,P0062,1,18.88,18.88
ECOM00000369,P0064,1,15.07,15.07
ECOM00000369,P0068,1,75.29,75.29
ECOM00000370,P0043,3,1.83,5.49
ECOM00000370,P0028,3,49.68,149.04
ECOM00000371,P0039,2,7.55,15.1
ECOM00000371,P0073,3,4.97,14.91
ECOM00000371,P0064,2,12.71,25.42
ECOM00000371,P0041,2,47.5,95.0
ECOM00000372,P0043,3,44.24,132.72
ECOM00000372,P0019,3,20.31,60.93
ECOM00000372,P0090,1,33.18,33.18
ECOM00000372,P0021,1,13.25,13.25
ECOM00000372,P0069,2,13.36,26.72
ECOM00000373,P0070,2,3.78,7.56
ECOM00000373,P0055,1,14.18,14.18
ECOM00000373,P0002,3,9.66,28.98
ECOM00000374,P0079,1,192.27,192.27
ECOM00000375,P0062,1,21.65,21.65
ECOM00000375,P0053,1,30.18,30.18
ECOM00000375,P0045,3,5.8,17.4
ECOM00000375,P0012,2,22.34,44.68
ECOM00000376,P0100,2,39.21,78.42
ECOM00000376,P0056,3,20.09,60.27
ECOM00000376,P0068,2,11.62,23.24
ECOM00000376,P0029,3,23.06,69.18
ECOM00000377,P0011,2,37.91,75.82
ECOM00000377,P0076,1,49.84,49.84
ECOM00000377,P0087,3,3.96,11.88
ECOM00000377,P0047,3,18.64,55.92
ECOM00000378,P0010,1,55.8,55.8
ECOM00000379,P0095,3,32.4,97.2
ECOM00000379,P0004,2,51.0,102.0
ECOM00000380,P0005,2,24.82,49.64
ECOM00000380,P0035,1,14.4,14.4
ECOM00000380,P0013,2,8.37,16.74
ECOM00000380,P0044,1,12.42,12.42
ECOM00000380,P0020,2,9.16,18.32
ECOM00000381,P0072,1,40.26,40.26
ECOM00000381,P0094,3,61.51,184.53
ECOM00000382,P0060,1,32.73,32.73
ECOM00000383,P0073,1,268.11,268.11
ECOM00000384,P0060,3,20.85,62.55
ECOM00000384,P0019,3,24.04,72.12
ECOM00000384,P0064,1,139.32,139.32
ECOM00000385,P0068,2,91.61,183.22
ECOM00000386,P0024,3,39.03,117.09
ECOM00000387,P0008,2,18.82,37.64
ECOM00000387,P0006,3,9.14,27.42
ECOM00000387,P0078,2,41.78,83.56
ECOM00000388,P0062,2,40.47,80.94
ECOM00000388,P0074,3,5.88,17.64
ECOM00000388,P0005,2,51.16,102.32
ECOM00000389,P0045,3,34.46,103.38
ECOM00000389,P0011,3,20.47,61.41
ECOM00000389,P0054,1,66.15,66.15
ECOM00000390,P0083,2,22.18,44.36
ECOM00000390,P0034,3,7.06,21.18
ECOM00000390,P0016,2,5.92,11.84
ECOM00000390,P0065,2,10.1,20.2
ECOM00000391,P0092,1,15.49,15.49
ECOM00000391,P0071,2,8.51,17.02
ECOM00000391,P0003,3,8.52,25.56
ECOM00000391,P0043,3,9.18,27.54
ECOM00000392,P0056,1,42.11,42.11
ECOM00000392,P0058,3,8.82,26.46
ECOM00000392,P0028,3,42.34,127.02
ECOM00000393,P0004,2,14.13,28.26
ECOM00000393,P0045,1,6.03,6.03
ECOM00000393,P0050,2,5.16,10.32
ECOM00000393,P0023,1,7.0,7.0
ECOM00000393,P0094,3,8.75,26.25
ECOM00000394,P0092,3,11.07,33.21
ECOM00000394,P0060,1,72.88,72.88
ECOM00000394,P0081,3,41.81,125.43
ECOM00000395,P0094,1,73.86,73.86
ECOM00000396,P0009,3,9.45,28.35
ECOM00000396,P0008,1,44.62,44.62
ECOM00000396,P0076,2,36.72,73.44
ECOM00000397,P0043,3,8.2,24.6
ECOM00000397,P0068,3,31.71,95.13
ECOM00000398,P0007,1,36.03,36.03
ECOM00000398,P0036,2,4.23,8.46
ECOM00000398,P0034,3,22.28,66.84
ECOM00000398,P0014,1,5.83,5.83
ECOM00000398,P0035,3,26.67,80.01
ECOM00000399,P0031,2,37.23,74.46
ECOM00000400,P0042,2,15.62,31.24
ECOM00000400,P0011,3,10.99,32.97
ECOM00000400,P0067,1,17.28,17.28
ECOM00000400,P0045,2,21.11,42.22
ECOM00000401,P0018,2,33.6,67.2
ECOM00000401,P0100,1,39.06,39.06
ECOM00000401,P0009,1,19.29,19.29
ECOM00000401,P0026,1,21.33,21.33
ECOM00000402,P0007,1,38.69,38.69
ECOM00000403,P0067,2,16.95,33.9
ECOM00000403,P0053,3,17.83,53.49
ECOM00000403,P0032,2,6.11,12.22
ECOM00000403,P0046,2,46.65,93.3
ECOM00000404,P0036,3,5.47,16.41
ECOM00000404,P0047,3,10.35,31.05
ECOM00000404,P0023,2,17.0,34.0
ECOM00000405,P0076,3,30.14,90.42
ECOM00000405,P0065,3,20.2,60.6
ECOM00000405,P0040,3,15.89,47.67
ECOM00000405,P0090,1,48.9,48.9
ECOM00000406,P0098,1,38.88,38.88
ECOM00000406,P0048,1,73.62,73.62
ECOM00000407,P0046,1,30.16,30.16
ECOM00000407,P0093,3,17.75,53.25
ECOM00000407,P0066,3,5.4,16.2
ECOM00000407,P0078,1,21.15,21.15
ECOM00000407,P0036,1,41.33,41.33
ECOM00000408,P0028,1,56.6,56.6
ECOM00000408,P0085,1,66.36,66.36
ECOM00000408,P0058,2,9.78,19.56
ECOM00000408,P0006,2,44.37,88.74
ECOM00000409,P0051,2,4.41,8.82
ECOM00000409,P0035,1,17.6,17.6
ECOM00000409,P0002,1,68.26,68.26
ECOM00000410,P0047,1,12.55,12.55
ECOM00000410,P0077,1,7.37,7.37
ECOM00000410,P0085,3,1.66,4.98
ECOM00000410,P0040,1,4.3,4.3
ECOM00000410,P0092,1,0.56,0.56
ECOM00000411,P0038,3,29.09,87.27
ECOM00000411,P0083,1,13.29,13.29
ECOM00000411,P0027,1,134.38,134.38
ECOM00000412,P0052,2,37.6,75.2
ECOM00000412,P0012,1,110.47,110.47
ECOM00000413,P0028,2,8.14,16.28
ECOM00000413,P0073,2,123.26,246.52
ECOM00000414,P0027,2,60.97,121.94
ECOM00000415,P0021,2,43.41,86.82
